customer_id,age,monthly_spend,tenure_months,support_tickets,last_login_days,contract_type,payment_method,region,num_products,discount_used,avg_session_minutes,churn
1382,29,116.4,22,5,14,Monthly,Bank Transfer,West,3,0,76.1,1
1383,54,116.34,60,4,0,Monthly,Wallet,West,4,0,27.3,0
1384,47,243.16,65,0,27,Annual,Card,West,5,1,48.1,1
1385,47,305.01,31,1,1,Annual,Card,East,4,1,19.6,1
1386,46,113.32,1,1,24,Monthly,UPI,West,3,0,31.7,1
1387,60,157.44,66,5,3,Annual,UPI,North,1,1,37.9,0
1388,34,76.12,62,3,14,Monthly,Card,North,3,1,85.8,1
1389,28,61.21,58,5,43,Monthly,Bank Transfer,East,1,0,85.3,1
1390,38,69.83,27,8,40,Monthly,Card,South,1,1,42.5,1
1391,33,129.74,67,5,26,Monthly,UPI,South,5,1,64.0,1
1392,57,21.9,34,3,30,Monthly,UPI,South,3,1,74.3,1
1393,39,49.03,21,3,7,Monthly,Card,South,1,1,56.7,0
1394,30,74.55,69,4,7,Monthly,Bank Transfer,South,1,1,88.8,1
1395,53,116.94,38,2,36,Monthly,UPI,West,4,1,67.0,1
1396,35,77.43,25,8,14,Monthly,Card,North,3,0,7.0,1
1397,41,123.82,47,6,9,Quarterly,Bank Transfer,North,4,1,39.8,1
1398,49,249.15,37,2,27,Annual,Card,West,4,0,80.2,1
1399,58,191.54,35,6,11,Annual,Card,West,5,1,68.9,1
1400,40,157.14,29,0,0,Annual,Card,West,2,1,32.0,1
1401,65,161.41,64,1,38,Quarterly,Card,East,3,1,55.9,1
1402,57,47.82,19,5,29,Monthly,Card,North,2,1,19.7,1
1403,25,107.8,13,2,34,Monthly,UPI,South,3,1,79.4,1
1404,30,77.8,63,6,21,Monthly,Bank Transfer,East,2,0,24.6,0
1405,55,203.39,54,7,4,Annual,UPI,North,1,0,88.1,0
1406,42,54.86,29,2,44,Monthly,Card,North,2,0,32.7,1
1407,51,261.37,5,8,37,Annual,Card,North,1,1,15.7,0
1408,34,173.97,4,1,9,Quarterly,Card,East,3,1,36.7,0
1409,21,96.62,22,8,0,Monthly,UPI,East,1,0,87.8,1
1410,43,279.56,53,1,20,Annual,Card,South,1,1,14.9,1
1411,28,94.23,57,3,35,Monthly,Bank Transfer,East,4,1,93.6,1
1412,21,143.4,51,7,33,Annual,Bank Transfer,North,1,0,17.9,1
1413,33,124.53,16,3,27,Monthly,Bank Transfer,West,4,1,73.8,1
1414,63,98.21,66,4,9,Quarterly,Card,West,4,0,16.0,0
1415,52,166.08,42,2,19,Quarterly,Wallet,West,5,0,73.4,0
1416,53,78.08,5,6,7,Monthly,Card,North,4,1,33.3,1
1417,31,116.5,63,1,36,Monthly,Card,West,4,1,47.8,1
1418,43,275.16,4,0,8,Annual,Card,North,3,1,77.9,0
1419,47,30.3,31,4,37,Monthly,UPI,South,1,0,83.2,1
1420,53,296.44,3,5,24,Annual,Card,West,5,1,34.0,0
1421,63,24.28,56,3,31,Monthly,Bank Transfer,East,1,0,30.9,1
1422,58,79.98,68,7,27,Monthly,Card,North,2,1,76.6,1
1423,46,173.39,3,8,11,Monthly,Bank Transfer,South,5,1,24.2,1
1424,48,344.07,67,3,23,Annual,UPI,North,4,0,26.6,0
1425,61,98.47,21,4,43,Monthly,Card,East,5,0,41.5,1
1426,48,33.61,21,4,8,Monthly,Wallet,South,1,1,76.1,1
1427,24,131.62,9,6,23,Annual,Card,East,1,1,89.9,1
1428,58,356.36,64,1,15,Annual,Wallet,East,5,0,74.6,0
1429,34,94.54,57,6,16,Monthly,Card,East,5,0,49.1,0
1430,30,54.62,3,0,42,Monthly,UPI,East,1,0,27.8,1
1431,36,271.19,33,4,5,Annual,Card,West,2,1,23.9,1
1432,23,122.57,61,6,21,Monthly,Card,West,4,0,79.2,1
1433,50,105.2,57,2,0,Quarterly,UPI,South,4,0,61.5,0
1434,29,185.79,58,7,8,Annual,UPI,East,3,0,66.9,0
1435,57,114.19,12,7,12,Monthly,Wallet,South,3,0,9.5,1
1436,21,301.18,64,1,14,Annual,Card,West,2,0,90.1,1
1437,34,337.97,54,2,26,Annual,Card,South,2,0,31.1,1
1438,21,96.54,28,6,45,Monthly,UPI,West,4,1,11.6,1
1439,63,383.16,1,4,32,Annual,Bank Transfer,North,5,1,32.2,1
1440,53,88.94,17,1,20,Monthly,Card,West,5,1,17.8,0
1441,48,72.63,67,5,27,Monthly,UPI,East,2,1,71.3,1
1442,33,150.7,61,4,10,Monthly,Card,North,4,1,15.4,1
1443,28,278.09,45,1,13,Annual,UPI,North,3,0,80.1,0
1444,21,66.95,10,3,31,Monthly,Bank Transfer,West,1,1,7.3,0
1445,30,67.51,59,4,38,Monthly,Bank Transfer,West,1,1,92.3,0
1446,57,79.82,42,0,4,Monthly,UPI,East,5,1,13.3,1
1447,45,165.25,16,4,31,Annual,Card,South,4,1,86.3,1
1448,45,101.86,12,6,23,Monthly,Bank Transfer,West,5,0,44.1,1
1449,30,181.53,38,7,27,Annual,Bank Transfer,North,1,1,32.0,1
1450,56,62.62,66,6,26,Monthly,Card,North,1,1,64.5,1
1451,63,61.4,6,1,26,Monthly,UPI,West,3,1,57.8,0
1452,32,21.2,14,6,34,Monthly,Card,East,1,0,40.5,1
1453,52,47.68,51,4,5,Monthly,UPI,East,2,0,6.2,1
1454,62,32.75,12,4,29,Monthly,UPI,South,2,1,43.0,1
1455,49,142.67,7,5,0,Quarterly,Card,West,1,1,93.2,1
1456,52,66.27,30,0,33,Monthly,UPI,West,1,1,56.9,1
1457,62,108.6,21,4,12,Monthly,UPI,North,4,1,44.4,1
1458,50,93.82,54,5,30,Monthly,Card,West,2,0,30.4,1
1459,47,308.01,27,8,3,Annual,Bank Transfer,South,1,1,84.3,1
1460,48,105.84,63,4,21,Monthly,Card,South,3,0,74.3,1
1461,24,336.1,15,1,39,Annual,Card,West,5,0,79.1,1
1462,39,373.08,13,2,41,Annual,UPI,West,3,1,78.7,0
1463,51,87.44,35,5,45,Monthly,Bank Transfer,North,4,1,61.6,1
1464,47,157.79,4,7,9,Annual,Wallet,East,1,0,12.6,0
1465,62,111.51,54,6,43,Monthly,Bank Transfer,East,5,1,69.9,1
1466,46,60.39,45,6,12,Monthly,Card,West,3,0,8.3,1
1467,26,106.4,21,0,1,Monthly,Card,East,5,1,26.7,1
1468,61,27.06,58,4,36,Monthly,Card,North,1,1,35.5,1
1469,59,29.8,49,8,15,Monthly,Card,South,1,1,51.5,1
1470,26,82.16,28,7,4,Monthly,UPI,West,3,1,57.9,1
1471,52,158.84,19,8,8,Annual,Card,South,4,1,16.6,0
1472,56,58.1,15,1,23,Monthly,Wallet,West,5,1,8.6,1
1473,30,254.27,37,3,11,Annual,Card,East,4,0,16.0,0
1474,45,64.17,18,8,40,Monthly,UPI,South,4,1,65.0,1
1475,46,21.64,36,1,10,Monthly,Card,West,1,1,55.5,1
1476,57,29.59,16,8,11,Monthly,UPI,North,1,1,75.8,1
1477,46,104.93,44,6,11,Quarterly,Bank Transfer,North,4,0,82.4,1
1478,37,213.65,22,0,39,Annual,Card,West,3,0,7.4,1
1479,28,59.12,64,8,32,Monthly,Card,South,4,0,29.2,0
1480,22,72.6,32,8,41,Monthly,Wallet,North,2,1,56.1,1
1481,31,144.51,72,7,2,Annual,Bank Transfer,West,1,1,91.5,1
1482,37,210.92,28,8,18,Annual,Card,East,1,0,71.5,0
1483,38,263.12,44,4,45,Annual,Card,East,4,1,27.1,0
1484,62,284.16,2,2,26,Annual,Bank Transfer,North,5,1,73.6,0
1485,63,104.26,46,6,11,Monthly,Card,West,1,0,46.6,0
1486,43,114.07,29,3,31,Monthly,UPI,East,3,0,30.3,1
1487,38,178.05,23,1,37,Quarterly,Bank Transfer,South,2,0,16.5,0
1488,22,228.79,72,7,0,Annual,UPI,East,4,0,81.8,0
1489,54,374.47,7,4,26,Annual,UPI,South,5,1,33.5,1
1490,65,54.85,26,2,21,Monthly,Card,South,3,0,61.3,1
1491,37,88.6,7,5,33,Monthly,Bank Transfer,East,2,0,74.8,1
1492,23,45.82,17,0,28,Monthly,UPI,North,1,1,60.0,1
1493,60,250.18,59,6,29,Annual,Card,North,4,0,35.6,1
1494,59,155.5,17,8,16,Annual,Bank Transfer,South,3,1,48.3,0
1495,53,277.73,70,2,9,Annual,UPI,East,4,1,59.3,1
1496,56,275.2,26,3,4,Annual,Card,South,3,0,65.1,0
1497,60,93.56,59,0,31,Monthly,Card,North,2,0,62.5,0
1498,45,69.85,47,0,4,Monthly,Card,North,3,0,54.9,0
1499,33,52.98,23,5,35,Monthly,Card,East,2,0,22.6,1
1500,28,37.91,31,5,23,Monthly,Card,West,2,1,84.1,1
1501,44,59.74,6,3,34,Monthly,Card,South,3,0,34.5,0
1502,34,253.92,22,8,24,Annual,UPI,North,5,1,49.9,1
1503,38,223.36,27,3,12,Quarterly,Bank Transfer,North,4,0,40.6,0
1504,29,331.62,30,0,29,Annual,Card,East,5,1,43.3,1
1505,35,118.0,38,8,32,Monthly,Card,North,5,0,75.7,1
1506,42,79.14,25,2,45,Monthly,UPI,East,5,1,5.8,1
1507,62,83.25,51,3,14,Monthly,UPI,South,2,1,26.0,1
1508,33,84.63,27,7,28,Monthly,Wallet,West,5,0,38.7,0
1509,42,102.51,69,4,20,Monthly,Card,West,5,0,56.1,0
1510,59,197.97,27,6,4,Quarterly,Card,West,5,1,22.0,1
1511,56,32.23,4,2,12,Monthly,UPI,West,1,1,30.5,1
1512,47,86.69,69,6,30,Monthly,Wallet,South,1,1,91.0,1
1513,59,166.15,65,7,17,Quarterly,Card,South,2,0,94.2,0
1514,52,117.97,37,7,22,Monthly,Bank Transfer,North,3,1,60.2,1
1515,63,55.56,6,3,10,Monthly,Bank Transfer,West,3,1,65.0,1
1516,28,181.25,65,5,26,Annual,Card,North,4,0,27.7,1
1517,46,141.88,33,1,45,Annual,Card,North,2,1,65.3,1
1518,51,324.66,3,1,11,Annual,UPI,South,3,0,53.1,1
1519,34,185.6,57,0,40,Annual,UPI,South,5,0,40.2,0
1520,44,176.62,54,0,0,Annual,Card,North,3,0,66.2,0
1521,23,60.36,42,8,40,Monthly,Card,East,2,0,89.1,1
1522,62,107.8,29,1,42,Monthly,Card,West,3,1,9.0,1
1523,57,90.64,50,2,21,Monthly,Wallet,East,2,1,93.0,1
1524,35,50.08,30,0,39,Monthly,UPI,North,1,1,26.3,1
1525,45,114.79,43,2,17,Monthly,Card,West,3,0,51.9,1
1526,36,33.09,29,6,33,Monthly,Card,South,3,0,44.8,1
1527,34,100.94,31,8,5,Monthly,Card,South,4,1,33.0,1
1528,61,74.99,11,5,25,Monthly,UPI,West,4,0,47.4,1
1529,45,52.37,69,2,35,Monthly,Card,East,2,1,39.2,1
1530,33,139.39,65,5,31,Monthly,Card,North,4,1,89.6,1
1531,23,223.84,25,6,16,Annual,Card,South,3,1,62.1,0
1532,44,141.3,34,7,43,Quarterly,UPI,South,2,1,27.3,1
1533,45,50.7,67,3,27,Monthly,Bank Transfer,North,2,1,27.8,1
1534,26,76.18,19,4,13,Monthly,Bank Transfer,East,4,1,5.6,1
1535,39,188.14,24,2,12,Annual,Card,East,4,0,50.2,0
1536,33,66.95,57,1,40,Monthly,Wallet,West,2,0,31.4,1
1537,27,111.85,6,1,13,Monthly,Card,North,5,0,38.8,1
1538,42,103.62,31,5,42,Monthly,UPI,East,4,1,60.0,1
1539,29,149.28,32,5,28,Monthly,Card,East,5,1,51.3,1
1540,23,286.28,30,7,25,Annual,UPI,West,5,0,36.4,1
1541,45,60.81,67,8,2,Monthly,Card,South,2,1,76.7,1
1542,28,84.42,28,2,42,Monthly,Bank Transfer,South,1,0,44.1,1
1543,37,142.97,18,8,40,Quarterly,Wallet,North,4,0,76.6,1
1544,45,145.36,30,3,16,Quarterly,UPI,West,1,1,12.9,1
1545,41,262.15,40,0,37,Annual,Bank Transfer,North,5,0,81.2,0
1546,59,109.52,69,7,20,Quarterly,Card,North,2,1,80.3,0
1547,65,101.26,36,7,40,Monthly,Card,North,2,1,31.2,0
1548,35,363.65,63,6,19,Annual,Card,South,2,0,54.3,0
1549,39,105.22,13,2,20,Monthly,Wallet,West,5,0,81.5,1
1550,30,108.44,2,5,36,Monthly,UPI,South,1,0,38.9,1
1551,24,99.36,56,2,40,Monthly,Bank Transfer,East,4,0,8.1,1
1552,65,317.93,60,6,17,Annual,UPI,North,4,1,6.0,0
1553,57,74.1,24,6,30,Monthly,UPI,North,4,1,56.4,1
1554,22,109.29,9,8,37,Monthly,UPI,West,5,0,72.8,1
1555,49,264.06,27,2,5,Annual,Card,South,5,1,81.6,0
1556,63,110.91,69,7,8,Monthly,Card,East,5,1,67.6,1
1557,23,94.36,28,2,38,Monthly,Card,East,5,0,58.3,1
1558,31,59.39,55,2,34,Monthly,Card,East,2,0,61.7,1
1559,53,73.2,41,6,24,Quarterly,Card,South,1,0,12.0,1
1560,42,206.56,36,0,6,Annual,Card,South,4,0,39.1,0
1561,52,105.19,71,4,38,Monthly,Card,East,1,0,20.4,1
1562,59,255.95,34,0,43,Annual,Card,South,5,0,64.2,1
1563,36,217.55,24,7,22,Quarterly,Card,West,4,1,29.8,0
1564,40,27.61,11,1,15,Monthly,Card,North,1,0,56.8,0
1565,64,136.03,64,8,43,Monthly,UPI,West,5,0,41.5,1
1566,36,216.72,58,2,43,Annual,UPI,North,5,0,20.7,1
1567,28,88.66,38,4,30,Monthly,UPI,North,3,1,24.2,1
1568,23,342.79,8,5,0,Annual,UPI,West,5,1,34.6,1
1569,52,42.51,53,1,31,Monthly,Bank Transfer,South,1,0,74.3,1
1570,38,109.4,21,2,22,Monthly,Card,West,4,0,37.3,1
1571,23,129.73,35,1,26,Monthly,Card,West,4,1,77.0,0
1572,45,119.68,17,2,22,Monthly,Wallet,North,5,0,74.1,1
1573,39,44.68,32,2,32,Monthly,Card,West,2,0,30.3,1
1574,27,153.63,25,2,14,Annual,Bank Transfer,South,1,0,41.1,0
1575,45,101.26,29,5,27,Monthly,Card,South,4,0,50.9,1
1576,41,194.38,7,5,13,Annual,Card,North,3,1,30.2,1
1577,63,53.88,43,5,23,Monthly,Bank Transfer,South,5,1,26.4,1
1578,23,147.66,25,7,6,Quarterly,Wallet,South,1,1,32.1,1
1579,37,226.1,47,7,40,Annual,UPI,East,1,1,11.1,0
1580,29,126.82,25,6,31,Monthly,Wallet,North,5,0,19.9,1
1581,31,166.03,66,7,32,Quarterly,Bank Transfer,North,5,1,32.3,1
1582,23,110.97,18,4,3,Quarterly,Wallet,East,2,0,53.1,0
1583,56,92.15,42,0,40,Monthly,Card,East,1,1,24.7,0
1584,58,67.52,33,8,13,Monthly,UPI,West,4,0,34.2,0
1585,48,67.5,64,2,29,Monthly,Wallet,North,2,0,22.0,1
1586,46,180.07,10,6,15,Quarterly,Card,South,4,1,14.0,1
1587,21,155.08,17,3,5,Annual,Bank Transfer,North,3,0,89.5,0
1588,26,79.0,21,4,21,Monthly,Bank Transfer,West,4,0,26.9,1
1589,27,55.51,1,3,1,Monthly,UPI,South,2,1,39.7,1
1590,28,98.78,14,4,22,Monthly,Wallet,South,1,1,15.7,1
1591,59,110.53,37,5,6,Monthly,Card,East,3,1,64.6,0
1592,30,140.8,50,7,30,Annual,Card,South,1,0,57.0,1
1593,41,74.7,43,2,41,Monthly,Bank Transfer,West,2,1,42.7,1
1594,47,21.54,12,3,23,Monthly,UPI,South,1,0,94.5,1
1595,29,82.62,32,3,14,Monthly,Card,West,1,0,15.6,1
1596,27,175.74,4,2,23,Quarterly,Card,South,2,0,27.1,1
1597,54,133.01,44,7,41,Quarterly,Card,West,1,1,15.0,1
1598,48,78.54,65,4,45,Quarterly,UPI,East,2,1,88.8,1
1599,24,103.82,60,7,20,Monthly,Card,North,4,1,19.8,1
1600,42,28.74,9,3,38,Monthly,Card,North,1,1,21.9,1
1601,51,98.57,2,5,18,Monthly,Card,East,4,0,33.3,0
1602,53,51.98,4,6,30,Monthly,UPI,South,5,0,31.1,1
1603,64,168.31,65,8,38,Quarterly,UPI,South,5,1,45.3,0
1604,64,47.86,20,7,6,Monthly,Card,North,1,0,74.0,1
1605,31,345.05,47,5,5,Annual,Card,East,1,0,69.0,0
1606,28,209.82,37,6,26,Annual,Bank Transfer,East,5,0,44.7,1
1607,64,43.84,32,8,0,Monthly,Wallet,North,2,0,31.2,1
1608,50,29.63,14,1,11,Monthly,Bank Transfer,West,1,1,74.1,1
1609,51,113.38,61,2,40,Monthly,Bank Transfer,South,2,1,56.1,0
1610,34,55.33,35,4,40,Monthly,UPI,West,2,0,17.8,1
1611,37,75.08,44,4,10,Monthly,Card,West,2,1,89.8,0
1612,57,71.14,10,2,20,Monthly,Card,South,3,0,18.5,1
1613,54,215.76,58,1,2,Annual,Wallet,South,2,0,42.8,0
1614,57,250.34,3,4,19,Annual,Card,East,5,0,67.9,1
1615,42,96.09,48,2,35,Monthly,Card,West,5,0,53.8,1
1616,27,174.58,12,0,39,Annual,UPI,North,4,0,49.7,1
1617,39,234.76,71,6,7,Annual,Card,West,2,1,90.5,0
1618,46,120.78,65,4,17,Monthly,Card,South,3,1,80.5,1
1619,30,222.09,43,2,36,Annual,UPI,East,4,0,55.0,1
1620,61,141.1,41,8,10,Monthly,UPI,West,4,0,14.0,1
1621,37,247.52,27,1,5,Annual,Card,East,1,1,6.0,0
1622,22,309.67,46,2,15,Annual,Card,West,2,1,22.4,1
1623,26,137.8,15,7,38,Annual,Bank Transfer,North,1,0,17.8,1
1624,27,87.51,63,1,13,Monthly,Card,North,4,1,85.1,0
1625,61,185.2,45,7,39,Quarterly,Card,East,5,0,19.3,1
1626,30,123.79,4,5,8,Monthly,Card,South,2,0,70.5,1
1627,39,105.64,66,6,12,Monthly,UPI,West,3,0,22.8,1
1628,31,262.45,56,7,27,Annual,Wallet,West,5,1,78.4,0
1629,25,49.77,53,4,38,Monthly,UPI,East,5,1,40.8,1
1630,44,65.39,2,5,44,Monthly,UPI,North,1,1,24.2,1
1631,34,112.57,54,6,20,Monthly,Card,North,3,0,22.7,1
1632,41,233.91,37,0,41,Quarterly,Card,North,5,0,87.0,1
1633,62,91.07,39,4,20,Monthly,Bank Transfer,West,3,1,12.2,1
1634,62,286.58,14,0,14,Annual,Card,East,1,0,17.5,0
1635,44,260.93,7,4,2,Annual,Bank Transfer,North,1,0,90.2,1
1636,29,140.66,19,6,40,Quarterly,Card,East,4,0,52.0,1
1637,26,75.47,46,8,15,Monthly,Card,North,2,0,11.8,1
1638,42,57.44,40,7,41,Monthly,Bank Transfer,East,2,0,87.3,1
1639,33,100.47,14,2,29,Monthly,Card,East,1,0,26.7,1
1640,56,98.82,51,8,27,Monthly,Card,South,5,1,9.8,1
1641,46,39.76,67,6,6,Monthly,Card,West,1,0,91.3,1
1642,35,275.74,51,6,6,Annual,UPI,West,2,1,49.6,1
1643,32,78.54,40,3,10,Monthly,UPI,West,3,0,20.0,1
1644,37,118.22,46,7,37,Annual,Card,North,1,1,83.6,1
1645,53,134.48,13,4,21,Monthly,Card,North,4,1,71.1,1
1646,42,384.93,15,4,43,Annual,UPI,West,5,0,18.3,1
1647,65,214.48,25,6,40,Annual,Card,North,1,1,83.9,1
1648,64,24.56,36,4,12,Monthly,Card,West,1,1,80.1,1
1649,21,60.73,20,8,18,Monthly,UPI,West,5,0,32.3,1
1650,24,88.81,1,0,16,Monthly,Card,East,2,1,84.1,1
1651,30,253.3,38,3,2,Annual,Card,North,4,1,27.4,0
1652,59,51.68,18,3,16,Monthly,Bank Transfer,East,2,1,54.9,1
1653,48,101.46,65,5,29,Monthly,Bank Transfer,East,3,1,47.0,1
1654,29,106.66,66,5,8,Quarterly,Card,South,5,1,9.8,1
1655,24,133.2,43,1,18,Monthly,Card,North,5,1,67.2,0
1656,54,93.72,18,3,43,Monthly,UPI,West,2,1,61.5,1
1657,30,96.31,32,3,6,Quarterly,Card,North,4,0,79.9,0
1658,55,87.01,16,6,9,Monthly,Bank Transfer,West,1,0,17.8,1
1659,39,92.91,48,4,25,Quarterly,Wallet,West,4,0,46.8,1
1660,23,131.06,6,5,8,Quarterly,UPI,West,4,1,29.9,1
1661,45,88.24,46,5,29,Monthly,Card,South,2,1,75.6,0
1662,59,124.93,17,5,37,Quarterly,Bank Transfer,East,5,1,57.6,1
1663,52,168.11,31,1,11,Annual,Bank Transfer,South,4,1,88.0,0
1664,61,187.48,14,7,24,Annual,Wallet,East,2,0,22.6,1
1665,33,56.7,27,0,8,Monthly,Card,North,1,1,74.7,0
1666,54,110.2,65,5,22,Monthly,UPI,West,5,0,77.1,1
1667,27,25.18,3,3,18,Monthly,Card,East,3,1,68.3,0
1668,60,74.42,70,1,37,Monthly,Card,North,4,1,63.8,1
1669,42,365.23,31,7,4,Annual,UPI,North,5,0,36.1,0
1670,29,125.66,64,8,14,Monthly,Card,North,3,1,48.0,0
1671,33,76.35,71,7,3,Monthly,UPI,North,4,1,67.6,0
1672,44,137.9,31,3,5,Monthly,Card,North,5,0,25.4,1
1673,36,179.03,57,2,18,Annual,Card,South,1,1,36.5,1
1674,25,120.61,64,5,14,Monthly,Wallet,South,4,1,89.7,1
1675,53,71.98,63,4,5,Monthly,Card,West,2,0,80.7,0
1676,23,129.51,15,0,31,Annual,UPI,West,1,1,30.0,1
1677,45,78.23,49,2,42,Monthly,Card,South,4,0,64.4,1
1678,37,186.11,44,6,27,Annual,Bank Transfer,North,1,0,54.8,1
1679,57,171.1,60,3,8,Annual,Card,West,1,1,77.0,0
1680,60,106.41,2,1,19,Monthly,Card,East,5,1,80.2,1
1681,61,322.16,11,4,39,Annual,Card,North,5,1,90.8,1
1682,32,97.45,30,1,41,Monthly,Bank Transfer,North,1,0,66.6,1
1683,37,134.87,70,0,38,Annual,Card,East,2,1,14.8,0
1684,64,124.85,19,0,20,Monthly,Bank Transfer,East,5,1,35.1,1
1685,23,64.39,14,3,20,Monthly,Card,North,5,1,89.6,1
1686,25,151.01,69,1,33,Annual,Wallet,West,1,1,64.3,1
1687,44,92.09,31,7,26,Monthly,Card,North,3,0,36.7,1
1688,57,238.78,53,2,38,Annual,Wallet,South,3,1,35.7,0
1689,33,233.82,22,1,26,Annual,UPI,North,3,1,71.9,1
1690,54,378.84,17,6,44,Annual,Wallet,East,5,0,69.1,0
1691,23,111.27,53,7,27,Monthly,Wallet,West,3,1,68.0,1
1692,21,94.61,49,5,28,Quarterly,Card,West,2,1,90.0,1
1693,48,84.88,19,0,13,Monthly,Card,South,4,1,56.8,1
1694,31,65.78,30,4,9,Monthly,Wallet,North,1,0,54.7,1
1695,33,75.15,48,3,18,Monthly,UPI,North,5,1,70.9,0
1696,49,130.74,18,4,42,Annual,Bank Transfer,North,1,1,77.3,1
1697,53,226.91,5,6,6,Quarterly,Card,East,5,1,22.1,1
1698,58,102.93,34,7,9,Monthly,Wallet,South,4,0,71.0,0
1699,21,66.16,23,0,26,Monthly,Bank Transfer,South,3,1,61.8,0
1700,39,187.88,46,8,30,Quarterly,Bank Transfer,West,3,0,24.7,1
1701,48,93.55,15,5,44,Monthly,Bank Transfer,East,4,0,74.6,1
1702,53,92.36,8,8,20,Monthly,UPI,West,3,1,42.0,1
1703,61,262.48,29,2,34,Annual,Card,West,2,0,90.3,0
1704,26,243.21,71,1,41,Annual,Card,East,1,0,37.6,0
1705,44,104.87,2,0,1,Monthly,Card,South,5,0,50.1,0
1706,23,84.99,52,2,17,Monthly,Card,West,1,0,11.7,1
1707,30,99.69,25,4,20,Monthly,Bank Transfer,West,4,0,32.2,1
1708,35,214.61,37,8,32,Annual,Bank Transfer,West,2,1,6.5,1
1709,22,75.51,62,1,41,Monthly,Card,East,3,1,17.9,1
1710,26,121.0,67,3,3,Monthly,Bank Transfer,West,4,1,42.1,0
1711,38,128.06,70,7,20,Quarterly,UPI,West,2,1,46.5,1
1712,25,35.05,67,1,10,Monthly,UPI,South,2,1,83.3,1
1713,56,72.58,56,4,43,Monthly,Card,North,3,1,60.4,1
1714,44,71.02,27,5,8,Monthly,Card,West,2,1,5.9,1
1715,65,89.1,8,7,38,Monthly,Bank Transfer,North,2,0,36.5,1
1716,48,98.56,33,8,34,Quarterly,Card,West,2,0,58.3,1
1717,62,153.69,61,3,10,Annual,Card,East,1,0,94.0,1
1718,24,91.53,61,5,19,Monthly,UPI,West,5,0,26.7,1
1719,26,283.4,36,2,27,Annual,UPI,South,5,1,49.1,1
1720,44,164.52,55,3,39,Annual,UPI,East,5,0,39.4,1
1721,40,107.7,65,0,38,Monthly,Wallet,East,3,0,63.2,1
1722,57,201.78,59,7,11,Annual,UPI,West,4,0,8.4,1
1723,47,179.74,8,5,6,Annual,Card,West,5,1,93.5,1
1724,31,332.86,67,0,42,Annual,Bank Transfer,East,4,1,80.4,1
1725,49,96.45,23,0,19,Monthly,Bank Transfer,West,3,1,15.6,0
1726,32,326.7,22,0,13,Annual,Card,North,3,1,12.3,1
1727,29,168.39,23,4,8,Monthly,Card,East,5,1,42.3,1
1728,26,92.56,67,7,40,Monthly,Bank Transfer,East,2,0,90.5,1
1729,64,283.75,12,8,13,Annual,Card,East,3,0,47.1,0
1730,44,112.76,42,1,40,Quarterly,UPI,North,3,0,19.3,1
1731,55,63.69,56,6,30,Monthly,Card,West,2,1,70.1,1
1732,53,125.29,52,0,10,Monthly,Card,East,5,0,88.0,0
1733,29,144.89,12,4,9,Quarterly,UPI,North,3,1,40.6,1
1734,34,117.93,72,5,0,Monthly,UPI,South,4,0,36.0,0
1735,36,210.67,41,2,25,Annual,Card,South,3,1,78.8,0
1736,58,98.35,31,5,23,Monthly,UPI,South,3,0,60.0,1
1737,48,68.19,55,2,18,Monthly,Card,South,3,1,65.8,1
1738,27,93.2,52,0,10,Monthly,Card,North,3,0,56.7,0
1739,40,126.21,58,8,23,Monthly,UPI,North,4,1,81.0,0
1740,26,59.52,26,8,39,Monthly,Card,East,4,1,9.4,1
1741,37,58.49,70,4,11,Monthly,UPI,North,3,1,42.5,1
1742,46,93.2,17,2,40,Monthly,Card,North,4,1,85.3,0
1743,54,132.4,48,0,9,Quarterly,Card,East,5,0,39.4,1
1744,37,359.13,56,1,12,Annual,UPI,North,5,1,94.5,0
1745,34,206.27,36,8,42,Annual,Card,South,1,1,86.9,1
1746,38,67.55,13,3,14,Monthly,UPI,East,1,1,24.9,1
1747,55,101.6,44,5,20,Monthly,Wallet,North,3,1,18.7,1
1748,63,223.54,72,5,5,Annual,Wallet,West,2,1,32.4,0
1749,57,31.66,37,8,31,Monthly,Wallet,North,2,1,87.9,0
1750,57,48.46,71,6,22,Monthly,UPI,West,2,1,86.0,1
1751,61,75.24,29,6,31,Monthly,Bank Transfer,West,4,1,79.4,1
1752,50,136.57,50,6,26,Quarterly,UPI,North,4,0,62.3,0
1753,22,121.44,12,5,1,Monthly,Card,West,5,1,54.7,1
1754,33,86.75,27,7,29,Monthly,Card,North,2,1,94.1,1
1755,31,68.27,1,0,43,Monthly,UPI,North,4,1,82.6,1
1756,62,300.27,62,0,18,Annual,UPI,West,4,0,37.7,1
1757,37,170.17,22,5,26,Annual,Bank Transfer,North,3,0,87.2,0
1758,52,172.88,38,7,21,Annual,UPI,East,4,1,56.1,1
1759,44,307.18,40,7,45,Annual,Card,South,4,1,18.9,1
1760,34,220.1,34,5,32,Quarterly,Card,North,5,1,47.9,1
1761,45,205.96,68,7,11,Annual,Bank Transfer,South,4,1,6.3,0
1762,28,66.81,2,8,14,Quarterly,Card,West,2,1,64.8,1
1763,55,312.79,58,8,15,Annual,Wallet,North,2,1,76.8,1
1764,59,51.3,9,2,33,Monthly,Card,South,3,0,23.7,1
1765,61,47.0,11,7,12,Monthly,Bank Transfer,West,1,0,58.8,1
1766,62,106.69,1,4,26,Monthly,UPI,West,5,1,49.3,1
